Datetime,Temperature
2005-01-01,11.435714285714285
2005-01-02,6.0344827586206895
2005-01-03,8.520689655172413
2005-01-04,14.009677419354839
2005-01-05,7.213725490196078
2005-01-06,3.9795454545454545
2005-01-07,5.747058823529412
2005-01-08,4.96060606060606
2005-01-09,3.925806451612903
2005-01-10,3.384210526315789
2005-01-11,5.237037037037037
2005-01-12,6.456756756756757
2005-01-13,9.780000000000001
2005-01-14,11.054054054054054
2005-01-15,0.5107142857142858
2005-01-16,-0.6
2005-01-17,-3.0775
2005-01-18,-8.057142857142857
2005-01-19,-7.375
2005-01-20,-2.185714285714286
2005-01-21,-4.232142857142857
2005-01-22,-8.159090909090908
2005-01-23,-7.323333333333333
2005-01-24,-7.429411764705883
2005-01-25,-2.3035714285714284
2005-01-26,1.925
2005-01-27,-4.4035714285714285
2005-01-28,-7.878571428571428
2005-01-29,-6.082758620689655
2005-01-30,-1.1283018867924528
2005-01-31,-0.4785714285714286
2005-02-01,-3.5185185185185186
2005-02-02,-2.75
2005-02-03,0.5255319148936171
2005-02-04,2.1357142857142857
2005-02-05,6.6499999999999995
2005-02-06,3.117857142857143
2005-02-07,4.210714285714285
2005-02-08,5.814285714285715
2005-02-09,8.714285714285714
2005-02-10,6.093333333333334
2005-02-11,0.09642857142857142
2005-02-12,2.767857142857143
2005-02-13,3.1142857142857143
2005-02-14,3.111111111111111
2005-02-15,8.227777777777778
2005-02-16,7.885714285714286
2005-02-17,3.5892857142857144
2005-02-18,-1.8821428571428573
2005-02-19,-4.0
2005-02-20,-0.38571428571428573
2005-02-21,3.4918367346938775
2005-02-22,4.78
2005-02-23,4.458064516129032
2005-02-24,-0.6139534883720931
2005-02-25,-2.787755102040816
2005-02-26,-1.1464285714285716
2005-02-27,-0.3821428571428571
2005-02-28,-0.20769230769230768
2005-03-01,-0.36153846153846164
2005-03-02,-0.13928571428571426
2005-03-03,-2.548148148148148
2005-03-04,-1.7285714285714284
2005-03-05,2.767857142857143
2005-03-06,3.632142857142857
2005-03-07,12.528571428571428
2005-03-08,5.871794871794871
2005-03-09,-3.5142857142857147
2005-03-10,-2.3035714285714284
2005-03-11,3.4285714285714284
2005-03-12,3.5928571428571425
2005-03-13,4.489285714285715
2005-03-14,3.814285714285714
2005-03-15,2.4250000000000003
2005-03-16,3.4464285714285716
2005-03-17,4.935714285714285
2005-03-18,5.375
2005-03-19,6.55
2005-03-20,7.608888888888888
2005-03-21,6.589285714285714
2005-03-22,5.521428571428571
2005-03-23,6.480434782608696
2005-03-24,4.8533333333333335
2005-03-25,6.826666666666667
2005-03-26,6.042424242424243
2005-03-27,6.5633333333333335
2005-03-28,8.545454545454545
2005-03-29,11.195454545454545
2005-03-30,11.446153846153846
2005-03-31,8.86875
2005-04-01,11.10909090909091
2005-04-02,11.254999999999999
2005-04-03,6.726470588235294
2005-04-04,11.110714285714286
2005-04-05,11.232142857142858
2005-04-06,16.810714285714287
2005-04-07,20.292857142857144
2005-04-08,16.160416666666666
2005-04-09,11.767857142857142
2005-04-10,12.696296296296296
2005-04-11,14.567857142857141
2005-04-12,8.839285714285714
2005-04-13,10.757142857142856
2005-04-14,10.660714285714286
2005-04-15,10.017857142857142
2005-04-16,9.546428571428573
2005-04-17,11.982142857142858
2005-04-18,17.3
2005-04-19,19.267857142857142
2005-04-20,22.535714285714285
2005-04-21,17.703333333333333
2005-04-22,10.832558139534884
2005-04-23,13.104761904761904
2005-04-24,8.307142857142857
2005-04-25,9.450000000000001
2005-04-26,12.542857142857143
2005-04-27,16.37142857142857
2005-04-28,13.839285714285714
2005-04-29,12.014285714285716
2005-04-30,14.465384615384616
2005-05-01,14.994117647058824
2005-05-02,10.896428571428572
2005-05-03,8.792857142857143
2005-05-04,11.83448275862069
2005-05-05,10.778571428571428
2005-05-06,11.025
2005-05-07,13.4
2005-05-08,17.432142857142857
2005-05-09,18.25
2005-05-10,16.67142857142857
2005-05-11,18.375862068965517
2005-05-12,21.464285714285715
2005-05-13,14.285714285714286
2005-05-14,17.151724137931033
2005-05-15,19.456666666666667
2005-05-16,17.03548387096774
2005-05-17,15.089285714285714
2005-05-18,15.353571428571428
2005-05-19,15.889285714285714
2005-05-20,12.218518518518518
2005-05-21,14.333333333333334
2005-05-22,16.982142857142858
2005-05-23,15.25294117647059
2005-05-24,13.21923076923077
2005-05-25,12.208823529411765
2005-05-26,16.275
2005-05-27,19.532142857142855
2005-05-28,17.86551724137931
2005-05-29,17.835714285714285
2005-05-30,17.32962962962963
2005-05-31,18.607142857142858
2005-06-01,18.962962962962962
2005-06-02,16.42727272727273
2005-06-03,16.162499999999998
2005-06-04,18.76764705882353
2005-06-05,22.54137931034483
2005-06-06,24.946875
2005-06-07,21.765384615384615
2005-06-08,26.842857142857145
2005-06-09,25.38823529411765
2005-06-10,24.866666666666667
2005-06-11,25.413793103448278
2005-06-12,25.133333333333333
2005-06-13,26.33225806451613
2005-06-14,27.148387096774194
2005-06-15,27.474999999999998
2005-06-16,24.764285714285712
2005-06-17,20.289285714285715
2005-06-18,20.342857142857145
2005-06-19,19.54848484848485
2005-06-20,17.54285714285714
2005-06-21,19.82857142857143
2005-06-22,22.644827586206898
2005-06-23,22.425
2005-06-24,22.910714285714285
2005-06-25,24.985714285714288
2005-06-26,25.27857142857143
2005-06-27,24.710638297872343
2005-06-28,25.677777777777777
2005-06-29,24.19736842105263
2005-06-30,23.71
2005-07-01,26.35666666666667
2005-07-02,26.506666666666668
2005-07-03,24.34642857142857
2005-07-04,23.964285714285715
2005-07-05,24.94193548387097
2005-07-06,24.02307692307692
2005-07-07,24.084848484848482
2005-07-08,20.66
2005-07-09,23.425
2005-07-10,25.060714285714287
2005-07-11,25.464285714285715
2005-07-12,26.839285714285715
2005-07-13,25.87297297297297
2005-07-14,25.03469387755102
2005-07-15,24.644642857142856
2005-07-16,25.340816326530614
2005-07-17,25.363636363636363
2005-07-18,27.986666666666668
2005-07-19,27.810714285714287
2005-07-20,27.825
2005-07-21,26.635483870967743
2005-07-22,26.87142857142857
2005-07-23,26.610344827586207
2005-07-24,23.592857142857145
2005-07-25,25.28787878787879
2005-07-26,29.220000000000002
2005-07-27,29.054285714285715
2005-07-28,23.79655172413793
2005-07-29,22.839393939393936
2005-07-30,23.37837837837838
2005-07-31,23.525000000000002
2005-08-01,24.37878787878788
2005-08-02,26.614285714285717
2005-08-03,28.224999999999998
2005-08-04,28.414285714285715
2005-08-05,28.390625
2005-08-06,25.45
2005-08-07,25.325
2005-08-08,25.49375
2005-08-09,22.58809523809524
2005-08-10,24.120588235294118
2005-08-11,26.599999999999998
2005-08-12,27.973333333333336
2005-08-13,29.120689655172413
2005-08-14,29.053571428571427
2005-08-15,28.146428571428572
2005-08-16,23.468000000000004
2005-08-17,23.08421052631579
2005-08-18,24.079310344827583
2005-08-19,22.95
2005-08-20,24.549999999999997
2005-08-21,27.84
2005-08-22,25.107142857142858
2005-08-23,23.228571428571428
2005-08-24,23.70357142857143
2005-08-25,21.224999999999998
2005-08-26,21.314285714285713
2005-08-27,20.742424242424242
2005-08-28,23.985294117647058
2005-08-29,25.038709677419355
2005-08-30,25.551162790697674
2005-08-31,27.333333333333332
2005-09-01,23.955172413793104
2005-09-02,24.17142857142857
2005-09-03,23.18888888888889
2005-09-04,22.09642857142857
2005-09-05,22.2
2005-09-06,20.907142857142855
2005-09-07,20.12142857142857
2005-09-08,20.025000000000002
2005-09-09,21.557142857142857
2005-09-10,21.476470588235294
2005-09-11,20.696666666666665
2005-09-12,21.914285714285715
2005-09-13,22.839285714285715
2005-09-14,24.108695652173914
2005-09-15,25.135416666666668
2005-09-16,25.31904761904762
2005-09-17,26.135714285714283
2005-09-18,23.425
2005-09-19,22.771428571428572
2005-09-20,24.62142857142857
2005-09-21,22.61851851851852
2005-09-22,20.95
2005-09-23,25.885714285714283
2005-09-24,21.826666666666664
2005-09-25,21.120689655172413
2005-09-26,22.712903225806453
2005-09-27,21.279310344827586
2005-09-28,17.325
2005-09-29,19.270967741935483
2005-09-30,13.946428571428571
2005-10-01,14.528571428571428
2005-10-02,17.78148148148148
2005-10-03,17.514285714285712
2005-10-04,19.96153846153846
2005-10-05,19.2
2005-10-06,20.166666666666668
2005-10-07,21.99019607843137
2005-10-08,21.035087719298247
2005-10-09,13.84
2005-10-10,15.878125
2005-10-11,17.01025641025641
2005-10-12,16.39189189189189
2005-10-13,14.376923076923077
2005-10-14,17.270454545454545
2005-10-15,18.62142857142857
2005-10-16,14.12142857142857
2005-10-17,13.700000000000001
2005-10-18,15.85
2005-10-19,15.192857142857141
2005-10-20,14.096428571428572
2005-10-21,11.085714285714285
2005-10-22,11.969047619047618
2005-10-23,11.346428571428572
2005-10-24,10.63103448275862
2005-10-25,7.327118644067797
2005-10-26,7.666666666666667
2005-10-27,7.3999999999999995
2005-10-28,7.682142857142857
2005-10-29,5.503571428571428
2005-10-30,8.946428571428571
2005-10-31,10.578571428571427
2005-11-01,10.942857142857141
2005-11-02,11.803571428571429
2005-11-03,9.525
2005-11-04,12.964285714285714
2005-11-05,14.203703703703704
2005-11-06,13.5
2005-11-07,14.682142857142859
2005-11-08,11.5
2005-11-09,14.526666666666667
2005-11-10,14.441379310344828
2005-11-11,6.2
2005-11-12,6.742857142857143
2005-11-13,9.989285714285714
2005-11-14,15.99642857142857
2005-11-15,15.429411764705883
2005-11-16,18.21282051282051
2005-11-17,4.985294117647059
2005-11-18,0.3555555555555556
2005-11-19,1.2714285714285716
2005-11-20,5.671428571428572
2005-11-21,6.778947368421053
2005-11-22,7.237837837837838
2005-11-23,1.95
2005-11-24,2.5864864864864865
2005-11-25,-3.0925925925925926
2005-11-26,-0.632142857142857
2005-11-27,4.786206896551724
2005-11-28,12.196428571428571
2005-11-29,17.028125
2005-11-30,11.991666666666667
2005-12-01,3.4586206896551723
2005-12-02,2.5
2005-12-03,-1.2035714285714285
2005-12-04,2.4306122448979592
2005-12-05,1.2475
2005-12-06,-1.1851851851851851
2005-12-07,-2.4444444444444446
2005-12-08,-3.207142857142857
2005-12-09,-1.004
2005-12-10,-1.542857142857143
2005-12-11,-0.1392857142857143
2005-12-12,1.7428571428571427
2005-12-13,-3.3464285714285715
2005-12-14,-6.285714285714286
2005-12-15,-2.880769230769231
2005-12-16,5.56
2005-12-17,1.823076923076923
2005-12-18,1.2964285714285713
2005-12-19,0.2714285714285714
2005-12-20,-2.560714285714286
2005-12-21,-2.1464285714285714
2005-12-22,-0.9964285714285713
2005-12-23,2.857142857142857
2005-12-24,5.225925925925925
2005-12-25,1.8078947368421054
2005-12-26,4.980487804878049
2005-12-27,4.482142857142857
2005-12-28,2.775
2005-12-29,7.365217391304348
2005-12-30,5.863333333333333
2005-12-31,3.1310344827586207
2006-01-01,4.910344827586207
2006-01-02,1.9368421052631577
2006-01-03,5.877083333333334
2006-01-04,4.958974358974359
2006-01-05,6.034146341463415
2006-01-06,4.427586206896552
2006-01-07,-0.8392857142857143
2006-01-08,4.328571428571428
2006-01-09,9.625
2006-01-10,7.222222222222222
2006-01-11,5.926
2006-01-12,9.377777777777778
2006-01-13,6.561538461538461
2006-01-14,11.129268292682926
2006-01-15,0.834375
2006-01-16,0.7962962962962963
2006-01-17,2.4586206896551723
2006-01-18,11.178846153846154
2006-01-19,3.6107142857142853
2006-01-20,7.948148148148148
2006-01-21,10.328571428571427
2006-01-22,3.917857142857143
2006-01-23,3.345833333333333
2006-01-24,4.264285714285714
2006-01-25,3.621052631578947
2006-01-26,1.05
2006-01-27,0.41428571428571426
2006-01-28,6.0
2006-01-29,6.73448275862069
2006-01-30,8.764583333333333
2006-01-31,8.136956521739132
2006-02-01,5.071428571428571
2006-02-02,4.685714285714285
2006-02-03,11.095348837209302
2006-02-04,9.15
2006-02-05,7.308571428571429
2006-02-06,2.7607142857142857
2006-02-07,2.157142857142857
2006-02-08,-0.625
2006-02-09,-0.9678571428571427
2006-02-10,0.525
2006-02-11,1.6558823529411764
2006-02-12,-0.3022727272727273
2006-02-13,-3.289285714285714
2006-02-14,-0.7321428571428571
2006-02-15,2.792857142857143
2006-02-16,6.460714285714286
2006-02-17,12.685714285714285
2006-02-18,1.7785714285714287
2006-02-19,-6.446428571428571
2006-02-20,-1.1357142857142857
2006-02-21,1.442857142857143
2006-02-22,1.4809523809523808
2006-02-23,4.176744186046512
2006-02-24,4.071428571428571
2006-02-25,2.5
2006-02-26,0.9714285714285714
2006-02-27,-2.625
2006-02-28,1.9451612903225806
2006-03-01,4.507142857142857
2006-03-02,4.297297297297297
2006-03-03,2.5161290322580645
2006-03-04,1.5142857142857142
2006-03-05,4.042857142857143
2006-03-06,4.878571428571428
2006-03-07,4.760714285714286
2006-03-08,3.025
2006-03-09,10.282142857142857
2006-03-10,19.092857142857145
2006-03-11,15.093103448275862
2006-03-12,14.655172413793103
2006-03-13,17.483870967741936
2006-03-14,17.425
2006-03-15,6.246428571428572
2006-03-16,6.84074074074074
2006-03-17,8.45
2006-03-18,3.867857142857143
2006-03-19,4.025
2006-03-20,4.171428571428572
2006-03-21,2.0448275862068965
2006-03-22,3.492857142857143
2006-03-23,4.560714285714286
2006-03-24,5.732142857142857
2006-03-25,5.972413793103448
2006-03-26,6.264285714285714
2006-03-27,7.935714285714285
2006-03-28,8.464285714285714
2006-03-29,11.385714285714286
2006-03-30,11.742857142857144
2006-03-31,14.360714285714286
2006-04-01,19.342857142857145
2006-04-02,15.157142857142857
2006-04-03,14.003125
2006-04-04,10.873333333333333
2006-04-05,8.0
2006-04-06,9.985714285714286
2006-04-07,13.033333333333333
2006-04-08,12.2075
2006-04-09,7.248275862068965
2006-04-10,9.046428571428573
2006-04-11,12.331034482758621
2006-04-12,15.264285714285714
2006-04-13,18.389285714285712
2006-04-14,17.992857142857144
2006-04-15,21.715625
2006-04-16,17.90357142857143
2006-04-17,14.379310344827585
2006-04-18,14.603571428571428
2006-04-19,17.410714285714285
2006-04-20,18.822222222222223
2006-04-21,15.603225806451613
2006-04-22,14.002173913043478
2006-04-23,13.683870967741935
2006-04-24,15.011111111111111
2006-04-25,16.56206896551724
2006-04-26,11.55
2006-04-27,12.939285714285715
2006-04-28,15.014285714285714
2006-04-29,11.892857142857142
2006-04-30,11.839285714285714
2006-05-01,13.783333333333333
2006-05-02,15.778571428571428
2006-05-03,18.635714285714283
2006-05-04,18.803571428571427
2006-05-05,22.155172413793103
2006-05-06,20.776666666666664
2006-05-07,14.660714285714286
2006-05-08,12.651724137931033
2006-05-09,15.982142857142858
2006-05-10,17.40357142857143
2006-05-11,16.751162790697673
2006-05-12,15.597142857142856
2006-05-13,16.33103448275862
2006-05-14,15.580645161290322
2006-05-15,14.75897435897436
2006-05-16,14.442857142857141
2006-05-17,15.564285714285715
2006-05-18,16.55
2006-05-19,14.775
2006-05-20,16.032142857142855
2006-05-21,15.957142857142857
2006-05-22,14.167857142857143
2006-05-23,13.010714285714286
2006-05-24,16.546666666666667
2006-05-25,17.660714285714285
2006-05-26,20.16190476190476
2006-05-27,23.246666666666666
2006-05-28,23.389285714285712
2006-05-29,24.413793103448278
2006-05-30,27.571428571428573
2006-05-31,25.493548387096773
2006-06-01,26.303448275862067
2006-06-02,23.40222222222222
2006-06-03,21.45
2006-06-04,19.40357142857143
2006-06-05,18.606896551724137
2006-06-06,19.98
2006-06-07,21.821428571428573
2006-06-08,21.735294117647058
2006-06-09,21.115151515151513
2006-06-10,17.992857142857144
2006-06-11,16.985714285714288
2006-06-12,17.25263157894737
2006-06-13,20.25714285714286
2006-06-14,20.496666666666666
2006-06-15,22.36551724137931
2006-06-16,22.396428571428572
2006-06-17,23.957142857142856
2006-06-18,26.325
2006-06-19,26.0
2006-06-20,23.456410256410255
2006-06-21,25.789285714285715
2006-06-22,26.67142857142857
2006-06-23,26.387096774193548
2006-06-24,25.209999999999997
2006-06-25,22.666666666666668
2006-06-26,23.323214285714283
2006-06-27,24.281967213114754
2006-06-28,24.54
2006-06-29,23.833333333333332
2006-06-30,23.082142857142856
2006-07-01,24.24285714285714
2006-07-02,26.993548387096773
2006-07-03,26.917857142857144
2006-07-04,27.90666666666667
2006-07-05,24.879310344827587
2006-07-06,21.72037037037037
2006-07-07,21.407142857142855
2006-07-08,21.75
2006-07-09,23.124137931034483
2006-07-10,24.906896551724138
2006-07-11,27.56206896551724
2006-07-12,28.296875
2006-07-13,25.946428571428573
2006-07-14,26.92413793103448
2006-07-15,26.810714285714287
2006-07-16,28.432142857142857
2006-07-17,29.339285714285715
2006-07-18,30.116666666666667
2006-07-19,27.233333333333334
2006-07-20,27.413333333333334
2006-07-21,28.260714285714283
2006-07-22,25.866666666666667
2006-07-23,23.79642857142857
2006-07-24,24.196428571428573
2006-07-25,25.160714285714285
2006-07-26,26.36785714285714
2006-07-27,27.942857142857143
2006-07-28,27.434375
2006-07-29,28.044444444444448
2006-07-30,29.107407407407408
2006-07-31,29.557142857142857
2006-08-01,31.103448275862068
2006-08-02,31.71034482758621
2006-08-03,32.042857142857144
2006-08-04,30.039285714285715
2006-08-05,26.717857142857145
2006-08-06,25.792857142857144
2006-08-07,26.475
2006-08-08,25.544117647058822
2006-08-09,24.560714285714287
2006-08-10,22.912121212121214
2006-08-11,22.766666666666666
2006-08-12,21.889285714285712
2006-08-13,21.22142857142857
2006-08-14,24.282142857142855
2006-08-15,26.97241379310345
